ID,英文名稱,中文名稱,圖片,備註,更新日期
160535,pseudolinkage,假连锁,,,2012-11-26
160536,Pseudoleucolpesis,(提灯藓属)无边组,,,2012-11-26
160537,Pseudoleskeopsis,麻藓属,,,2012-11-26
160538,Pseudolarix kaempferi Gord.,金钱松;金松,,,2012-11-26
160539,Pseudolarix ambabilis Rehd.;P.kaempferi Gord.;golden larch,金钱松(浙江),,,2012-11-26
160540,Pseudolarix,金钱松属(松科),,,2012-11-26
160541,pseudoisochromosome(caldeott & Smith 1952),假同臂染色体,,,2012-11-26
160542,pseudohypertrophy,脂肪性假肥大,,,2012-11-26
160543,pseudohyoscyamine,拟星陀罗,,,2012-11-26
160544,Pseudohyophila,假湿地藓属,,,2012-11-26
160545,pseudohomeotypic(Gustafsson 1938),假同型核分裂,,,2012-11-26
160546,pseudoheterosis(Dobzhansky 1952); luxuriance,假杂种优势,,,2012-11-26
160547,pseudohermap-hroditism,假雌雄同体现象,,,2012-11-26
160548,pseudoheredity,假遗传,,,2012-11-26
160549,pseudohaploid (Katayama 1935，Ivanov 1938),假单倍体,,,2012-11-26
160550,pseudogonochoristic;pseudohermap-hroditic,假两性体的;假雌雄同体的,,,2012-11-26
160551,pseudogamy(Focke 1881);gynogenesis,假配合;假受精,,,2012-11-26
160552,pseudo-fibers;false fibrous materials,假纤维,,,2012-11-26
160553,pseudofertility(East & Park 1917);pseudocompatibility,假亲和性;拟可孕性,,,2012-11-26
160554,pseudoexogenous adaptation,假外因适应,,,2012-11-26
160555,Pseudoephemerum,假天命藓属(异毛藓亚科),,,2012-11-26
160556,pseudoembryo sac,假胚囊,,,2012-11-26
160557,pseudoembryo,假胚,,,2012-11-26
160558,pseudoelator,假弹丝,,,2012-11-26
160559,Pseudodrynaria coronans Wall.Ching,崖姜蕨,,,2012-11-26
160560,Pseudodrynania,崖姜蕨属(水龙骨科),,,2012-11-26
160561,pseudodominant,假显性的,,,2012-11-26
160562,pseudodominance,假显性,,,2012-11-26
160563,Pseudodistichium,澳洲南极拟对叶藓属,,,2012-11-26
160564,Pseudodicosia laricis Sawada,落叶松叶黑星病菌,,,2012-11-26
160565,Pseudocystopteris subtriangnlaris (Hook，)Ching,三角叶假冷蕨,,,2012-11-26
160566,Pseudocystopteris spinulosa(Maxim.)Ching;Athyrium spinulosum Milde,假冷蕨,,,2012-11-26
160567,Pseudocystopteris atkinsonii(Bedd.)Ching;Athyrium atkinsonii Bedd.,大叶假冷蕨,,,2012-11-26
160568,Pseudocystopteris,假冷蕨属(蹄盖蕨类),,,2012-11-26
160569,pseudocyst,拟胞囊,,,2012-11-26
160570,Pseudocydonia sinensis Schneid.;Chaenomeles sinensis Koehne,榠樝,,,2012-11-26
160571,Pseudocyclosorus xylodes(Kze.)Ching,假毛蕨,,,2012-11-26
160572,Pseudocyclosorus subochthodes(Ching)Ching,普通假毛蕨,,,2012-11-26
160573,Pseudocyclosorus falcilobus(Hook.)Ching,镰形假毛蕨,,,2012-11-26
160574,Pseudocyclosorus esquirolii(Christ)Ching,西南假毛蕨,,,2012-11-26
160575,Pseudocyclosorus,假毛蕨属(金星蕨科),,,2012-11-26
160576,Pseudocrossidium,南美扭口藓属(于),,,2012-11-26
160577,pseudoconiceine,乙种毒芹【生+佥】,,,2012-11-26
160578,pseudoconhydrine,羟基毒芹【生+佥】,,,2012-11-26
160579,pseudocompatibility;pseudofertility,拟亲和性,,,2012-11-26
160580,pseudocolony,假群体,,,2012-11-26
160581,pseudocolloid,类似胶体,,,2012-11-26
160582,pseudocleistogamy,假闭花受精,,,2012-11-26
160583,pseudochromatin,类似染色质,,,2012-11-26
160584,Pseudochorisodontium,(曲尾藓属)缺齿尾藓亚属,,,2012-11-26
160585,pseudocerasus,樱花类(李属),,,2012-11-26
160586,pseudochiasma(Levan & Tjio 1948),假交叉,,,2012-11-26
160587,pseudocarp;pseudocarpous fruit,假果,,,2012-11-26
160588,pseudocapilitium,假细毛体,,,2012-11-26
160589,Pseudocampylopus,(曲柄藓属)拟曲柄藓亚属,,,2012-11-26
160590,pseudobulb,假鳞茎,,,2012-11-26
160591,pseudocambium,假形成层,,,2012-11-26
160592,pseudobridge(Resende 1943),假染色体桥,,,2012-11-26
160593,Pseudoborniopsida,四叶珊瑚蕨纲,,,2012-11-26
160594,Pseudoborniaceae,四叶珊瑚蕨科,,,2012-11-26
160595,pseudoblepharoplast,假生毛体,,,2012-11-26
160596,pseudoblastopore,假原口,,,2012-11-26
160597,pseudobivalent(Levan 1937 ),拟二价染色体,,,2012-11-26
160598,Pseudobarbella levieri(Ren et Gard)Nog,南亚拟悬藓,,,2012-11-26
160599,Pseudobarbella,拟悬藓属,,,2012-11-26
160600,pseudoauxin,拟生长素,,,2012-11-26
160601,pseudoapospory,拟无孢子生殖,,,2012-11-26
160602,pseudoapomorphy,推定的子孙性状,,,2012-11-26
160603,pseudo-apogamy(Farmer & Digby 1907),拟无配生殖,,,2012-11-26
160604,pseudo-annual ring,假年轮,,,2012-11-26
160605,pseudoangiocarpous,子实层先闭后裸的,,,2012-11-26
160606,pseudoaneuploid(Rieger 1963),假非整倍数体;假性异元体,,,2012-11-26
160607,pseudoamitosis(Haecker 1910),拟无丝分裂,,,2012-11-26
160608,pseudoallelism,拟对偶基因性,,,2012-11-26
160609,pseudoallele(morga Bridges & Sturevant 1938 Lewis 1948),拟对偶基因,,,2012-11-26
160610,pseudo agglutination,拟似凝集,,,2012-11-26
160611,Pseudixus,[包括在Kor-thalsella(粟寄生属)中],,,2012-11-26
160612,Pseudatrichum spinosissimum Reim,拟仙鹤藓,,,2012-11-26
160613,pseudanthium,假花,,,2012-11-26
160614,pseudanthium theory,假花说,,,2012-11-26
160615,pseudaconitine;acetylveratryl pseudaconine,拟鸟头,,,2012-11-26
160616,Psaronius,根蕨属(化石),,,2012-11-26
160617,psammous,沙的;沙质的,,,2012-11-26
160618,Psammosilene tunicoide W.C.Wu et C.Y.Wu,金铁锁;昆明沙参;独钉子,,,2012-11-26
160619,Psammosilene,金铁锁属(石竹科),,,2012-11-26
160620,psammosere,海滨演替系列,,,2012-11-26
160621,psammophytes,砂生植物,,,2012-11-26
160622,psammophilous,喜欢沙的;在有沙处生长的,,,2012-11-26
160623,psammophiles,适合于砂的植物,,,2012-11-26
160624,psammon,砂生生物群落;，砂生群落,,,2012-11-26
160625,psammic,海滨的,,,2012-11-26
160626,psamathium,海滨群落,,,2012-11-26
160627,Psalliota;Agaricus,苦菇属;腹蕈属,,,2012-11-26
160628,prypyne,丙炔;甲基乙炔,,,2012-11-26
160629,Psalliota campestris (L.)Fr.;Agaricus campestris L.,草菇;腹蕈,,,2012-11-26
160630,prussiate;cyanide,氰化物,,,2012-11-26
160631,Prunus yedoensis Mats.;Yoshino cherrt,日本樱花;樱(日本),,,2012-11-26
160632,Prussian blue;ferric ferrocyanide,普鲁士蓝;低铁氰化铁,,,2012-11-26
160633,Prunus triloba var.petzoldii Bailey,重瓣榆叶梅(陈嵘),,,2012-11-26
160634,Prunus triloba var.normalis Rehd.,单瓣榆叶梅(陈嵘),,,2012-11-26
160635,Prunus triloba Lindl.;flowering plum;flowering almond,榆叶梅(畿辅旧志),,,2012-11-26
160636,Prunus triflora Roxb.var.,牛心李;尖李(日本),,,2012-11-26
160637,Prunus tomentosa Thunb.;Ceresus tomentosa(Thunb.)Wall.,朱桃(名医别录);山樱桃(名医别录);麦樱;英豆;李桃,,,2012-11-26
160638,Prunus tenella Batsch;P.nana stokes;Russian almond,俄国苦杏,,,2012-11-26
160639,Prunus subhirtella Miq.var.autumnalis Makino,十月樱(日本);四季樱(日本),,,2012-11-26
160640,Prunus subhirtella Miq.,日本早樱(于),,,2012-11-26
160641,Prunus subcordata Benth.;pacific plum,大洋李,,,2012-11-26
160642,Prunus Ssiori Fr.Schm.,苦桃(H.C)(G);苦桃子(HN),,,2012-11-26
160643,Prunus spinulosa S.et Z.,橉木(W),,,2012-11-26
160644,Prunus spinosa L.;Sloe;blackthorn,黑刺李,,,2012-11-26
160645,Prunus simonii Carr.;apricot plum,杏李(通称);红李(河北习见树木图说),,,2012-11-26
160646,Prunus sibirica L.;Siberian apricot,西伯利亚杏(陈嵘);蒙古杏,,,2012-11-26
160647,Prunus serrulata var.spontanea Wils.,山樱花(陈嵘),,,2012-11-26
160648,Prunus serrulata var.sachalinensis Mak.,日本山樱(陈嵘),,,2012-11-26
160649,Prunus serrulata var.pubescens Wils.,毛樱花(陈嵘),,,2012-11-26
160650,Prunus serrulata var.alboplena Schneid.,重瓣白樱花(陈嵘),,,2012-11-26
160651,Prunus serrulata Lindl.f.spiralis;Japanese flowering cherry,涡樱花,,,2012-11-26
160652,Prunus serrulata Lindl.;oriental cherry,樱花(通称);山樱桃(浙江图考),,,2012-11-26
160653,Prunus serotina Ehrh.;American cherry;black cherry;wild black cherry;rum cherry,黑樱桃,,,2012-11-26
160654,Prunus salicina var.pubipes Bailey,毛梗李(陈嵘),,,2012-11-26
160655,Prunus salicina Lindl.;Chinese plum,李(名医别录);嘉庆子(韦述西京记),,,2012-11-26
160656,Prunus pumila L.;sand cherrt,沙樱(于),,,2012-11-26
160657,Prunus pseudocerasus Lindl.;P.pacuiflora Bunge,樱桃(广志);楔;荆桃(尔雅);莺桃(本草纲目),,,2012-11-26
160658,Prunus pilosiuscula Koehne,西南樱桃,,,2012-11-26
160659,Prunus phaeosticta(Hance)Maxim.,腺叶野樱,,,2012-11-26
160660,Prunus persica(L.)Batsch;peach;Persica vulgaris Mill.,桃;毛桃;白桃,,,2012-11-26
160661,Prunus persica Batsch var.vulgaris Maxim.,二色桃(群芳谱);人面桃(群芳谱);千叶桃(群芳谱);十月桃(群芳谱),,,2012-11-26
160662,Prunus persica Batsch var.versicolor Voss,撒金碧桃,,,2012-11-26
160663,Prunus persica Batsch var.scleropersica Voss,黏核光桃,,,2012-11-26
160664,Prunus persica Batsch var.scleronucipersica Rehd.,黏核光桃(陈嵘),,,2012-11-26
160665,Prunus persica Batsch var.rubro-plena Schneid.,红花碧桃,,,2012-11-26
160666,Prunus persica Batsch var.pyramidalis Dipp.,塔型碧桃(陈嵘),,,2012-11-26
160667,Prunus persica Batsch var.pendula Dipp.,垂枝碧桃(陈嵘),,,2012-11-26
160668,Prunus persica Batsch var.magnifica Schneid,绯桃(群芳谱),,,2012-11-26
160669,Prunus persica Batsch var.duplex Rehd.,碧桃(群芳谱),,,2012-11-26
160670,Prunus persica Batsch var.dianthiflora Dipp.,千瓣花桃(群芳谱),,,2012-11-26
160671,Prunus persica Batsch var.denda Mak.,寿星桃(汝南圃史),,,2012-11-26
160672,Prunus persica Batsch var.camelliaeflora Dipp.,绛桃(群芳谱),,,2012-11-26
160673,Prunus persica Batsch var.atropurpurea Schneid.,紫叶桃花,,,2012-11-26
160674,Prunus persica Batsch var.albo-plena Schneid.,千瓣白桃(群芳谱),,,2012-11-26
160675,Prunus persica Batsch var.alba Schneid.,单瓣白桃(群芳谱),,,2012-11-26
160676,Prunus persica Batsch var. aganopersica Voss,离核毛桃(陈嵘),,,2012-11-26
160677,Prunus persica Batsch var，aganoucipersica Rehd.,离核光桃(陈嵘),,,2012-11-26
160678,Prunus pauciflora Bunge;Chinese cherry,中国樱桃,,,2012-11-26
160679,Prunus padus L.;European bird cherry,稠梨;夜合;稠李,,,2012-11-26
160680,Prunus nipponica Matsum.,高岭樱(日本),,,2012-11-26
160681,Prunus mume(Sieb.)Sieb.et Zucc.;Japanese apricot;mei-hwa,梅(诗经)千枝梅;酸梅;红梅花;橑(周礼),,,2012-11-26
160682,Prunus mume var.viridicalyx Makino,绿萼梅(花镜),,,2012-11-26
160683,Prunus mume var.laciniata Maxim.,早梅(群芳谱);消梅(牧野Makino),,,2012-11-26
160684,Prunus mume var.goethartiana Koehne,毛梅(陈嵘),,,2012-11-26
160685,Prunus mume var.cryptopetala Mak.,细梅(陈嵘),,,2012-11-26
160686,Prunus mume var.bungo Mak.,杏梅(花镜);丰后梅(日本),,,2012-11-26
160687,Prunus mume var.alplandii Rehd.,红梅(花镜),,,2012-11-26
160688,Prunus mume var.albo-plena Bailey,冰梅(花镜),,,2012-11-26
160689,Prunus mume Sieb.et Zucc.var.tonsa Rehd.,光梅(陈嵘),,,2012-11-26
160690,Prunus mume Sieb.et Zucc.var.pleiocarpa Maxim.,品字梅(花镜);八房梅(日本),,,2012-11-26
160691,prunus mume sieb.et Zucc.var.pendula Nichols.,照水梅(花镜),,,2012-11-26
160692,Prunus mume Sieb.et Zucc.var.alba Rehd.,白梅(陈嵘),,,2012-11-26
160693,Prunus mira Koehne,光核桃(陈嵘),,,2012-11-26
160694,Prunus maximowiczii Rupr.,黑樱桃(陈嵘),,,2012-11-26
160695,Prunus maritima Marsh.;beach plum,海岸李,,,2012-11-26
160696,Prunus mandshurica Koehne;Manchurian aprioct,辽杏(陈嵘),,,2012-11-26
160697,Prunus macrophylla,大叶樱,,,2012-11-26
160698,Prunus maackii Rupr.;Manchurian bird cherry,山桃稠李;斑叶稠梨,,,2012-11-26
160699,Prunus lauro-cerasus L.;common cherry laurel,月桂樱; 山桃,,,2012-11-26
160700,Prunus lannesiana wils.,日本晚樱(陈嵘),,,2012-11-26
160701,Prunus lannesiana var.hatazakura Wils.,绯红晚樱(陈嵘),,,2012-11-26
160702,Prunus lannesiana var.allida Wils.,白花晚樱(陈嵘),,,2012-11-26
160703,Prunus japonica var.engleri Koehne,北郁李(陈嵘),,,2012-11-26
160704,Prunus japonica var，kerii Koehne,南郁李(陈嵘);穿心梅花(植物名实图考),,,2012-11-26
160705,Prunus japonica Thunb.var multiplex Makino,多叶郁李,,,2012-11-26
160706,Prunus japonica Thunb.;Japanese bush cherry;dwarf flowering cherry,郁李(本草经);车下李,,,2012-11-26
160707,Prunus itosakura Sieb.var.ascendens Makino,江户彼岸樱(日本),,,2012-11-26
160708,Prunus itosakura Sieb.;P.pendula Makino,垂枝樱(于),,,2012-11-26
160709,Prunus ilicifolia Walp.;holly-leaved cherry;islay,冬青叶樱树,,,2012-11-26
160710,Prunus humilis Bge.,欧李(盛京通志);欧梨(异域录);乌拉李(盛京通志);酸丁(热河志),,,2012-11-26
160711,Prunus hirtipes Hemsl.,野樱桃(H.N);毛樱桃(H.C),,,2012-11-26
160712,Prunus grayana Maxim,灰叶稠梨,,,2012-11-26
160713,Prunus glandulosa Thunb.;flowering almond.,麦李,,,2012-11-26
160714,Prunus donarium Sieb var.spontanea subvar.pubescens Makino,毛山樱(日本),,,2012-11-26
160715,Prunus donarium Sieb var..spontanea Makino,山樱(日本),,,2012-11-26
160716,Prunus donarium Sidb.;P.lannesiana Wils.,特丹樱(日本),,,2012-11-26
160717,Prunus domestica L.;common or European plum,西洋李(于);欧洲李,,,2012-11-26
160718,Prunus dielsiana Schneid,尾叶樱(陈嵘),,,2012-11-26
160719,Prunus dictyoneura Diels,毛叶欧李,,,2012-11-26
160720,Prunus dehiscens Koehne,四川扁桃(陈嵘),,,2012-11-26
160721,Prunus davidiana var.rubra Bean,红花山毛桃(陈嵘),,,2012-11-26
160722,Prunus davidiana var.potaninii Rehd.,光叶山毛桃(陈嵘),,,2012-11-26
160723,Prunus davidiana var.alba Bean,白花山毛桃(陈嵘),,,2012-11-26
160724,Prunus davidiana (Carr.)Franch.;david peach;Perroca davidiana Cerr.,山桃;野桃;花桃;山毛桃;褫桃(尔雅，陈嵘),,,2012-11-26
160725,Prunus dasycarpa Ehrh.;purple apricot,紫杏(于),,,2012-11-26
160726,Prunus compressa Bean.;flat peach;saucer peach,蟠桃(江浙);扁桃(于),,,2012-11-26
160727,Prunus communis var.variegata Schneid.,彩叶巴旦李,,,2012-11-26
160728,Prunus communis var.roseo-plena Schneid.,粉红巴旦李,,,2012-11-26
160729,Prunus communis var.purpurea Schneid，,紫花巴旦杏,,,2012-11-26
160730,Prunus communis var.pendula Schneid.,垂枝巴旦杏,,,2012-11-26
160731,Prunus communis var.fragilis Schneid.,软壳甜巴旦杏,,,2012-11-26
160732,Prunus communis var.dulcis Schneid.,甜味巴旦杏,,,2012-11-26
160733,Prunus communis var.amara Schneid.,苦味巴旦杏,,,2012-11-26
160734,Prunus communis var，albo-plena Schneid.,白花巴旦杏,,,2012-11-26
160735,Prunus communis Arcang.;almond;bodan(波斯);P. amygudalus Batsch,婆淡树(酉阳杂俎);巴旦杏;八担杏(授时通考),,,2012-11-26
160736,Prunus cerasus L.;sour cherry,欧洲酸樱桃,,,2012-11-26
160737,Prunus cerasoides D.Don,云南欧李,,,2012-11-26
160738,Prunus cerasifera Ehrh.;cherry plum;Myrobalam plum,樱杏(于),,,2012-11-26
160739,Prunus avium L.;Marrard;sweet cherry,欧洲甜樱桃(陈嵘),,,2012-11-26
160740,Prunus campanulata Maxim.;Taiwan cherry,福建山樱花(陈嵘);山樱桃(台),,,2012-11-26
160741,Prunus armeniaca var.pendula Jacq.,垂枝杏(陈嵘),,,2012-11-26
160742,Prunus armeniaca var，variegata Schneid.,斑叶杏(陈嵘),,,2012-11-26
160743,Prunus armeniaca l.var，ansu Maxim.;P. anzu Komarov;wild apricot,山杏(别录);苦杏,,,2012-11-26
160744,Prunus apetala Franch.et Sav.,丁香樱(日本),,,2012-11-26
160745,Prunus armeniaca L.; common apricot,杏(山海经);杏子;甜杏,,,2012-11-26
160746,Prunus amygdalus Baill almond,草扁桃;巴旦可(本草纲目);扁桃(日本);八担杏(饮膳正要),,,2012-11-26
160747,Prunus,李属(蔷薇科),,,2012-11-26
160748,Prunoideae,(李亚科),,,2012-11-26
160749,Prunophora,李亚属(李属),,,2012-11-26
160750,pruning training,整枝;剪定,,,2012-11-26
160751,prunin,野桦素,,,2012-11-26
160752,Prunella asiatica Nakai;P vulgaris L.(Makino),夏枯草,,,2012-11-26
160753,pruinose(pruinous),表面上有花的;覆有白粉的,,,2012-11-26
160754,pruinescence,粉被,,,2012-11-26
160755,prozymogen granule,原 酶原粒,,,2012-11-26
160756,proximal-distal interlocking,近中央部与末端部互锁,,,2012-11-26
160757,proximal(Navashin 1912),最近中节的,,,2012-11-26
160758,proximal interlocking,近中央部互锁,,,2012-11-26
160759,provocative background,诱发性背景,,,2012-11-26
160760,proximal centriole,近侧中心区,,,2012-11-26
160761,proximal end,近中节末端,,,2012-11-26
160762,provocation method,诱发性试验法,,,2012-11-26
160763,provisional regeneration,临时再生,,,2012-11-26
160764,provitamin,原维生素(维生素的前驱物质),,,2012-11-26
160765,provirus,原始病毒;与寄主染色体同调增殖的病毒,,,2012-11-26
160766,province index fossil,地区指标化石,,,2012-11-26
160767,province,(植物地理分布单位的)地方,,,2012-11-26
160768,provenance,种源地,,,2012-11-26
160769,provascular tissue;procambium,前形成层;原始形成层,,,2012-11-26
160770,provascular strand,原维管束带,,,2012-11-26
160771,prounosus,紫红色,,,2012-11-26
160772,protrypsin,原胰蛋白,,,2012-11-26
160773,protozygote,原合子;具有显性性状同型合子,,,2012-11-26
160774,protoxylem cavity;protoxylar lacuna,先成木质部腔,,,2012-11-26
160775,protoxylem,先成木质部,,,2012-11-26
160776,protoxylar lacuna;protoxylem cavity,先成木质部腔,,,2012-11-26
160777,protoveratrine,藜芦【生+佥】,,,2012-11-26
160778,prototype,原型,,,2012-11-26
160779,prototropy,原始营养型,,,2012-11-26
160780,prototrophic(Ryan & Lederberg 1946),自己营养的,,,2012-11-26
160781,prototroph,原始营养系统;自养系统,,,2012-11-26
160782,protostele,原生中心柱,,,2012-11-26
160783,protospore,原生胞子(孢),,,2012-11-26
160784,protosome;genosome,基因主体,,,2012-11-26
160785,Protopteridium,初生蕨属,,,2012-11-26
160786,Protopteridales,初生蕨目,,,2012-11-26
160787,Protopteridaceae,初生蕨科,,,2012-11-26
160788,protoproteose,原脁;原蛋白【月+示】,,,2012-11-26
160789,protoporphyrin,原紫质;原卟,,,2012-11-26
160790,protoplast(Hanstein 1880),原生质体,,,2012-11-26
160791,protoplasmics,原生质学,,,2012-11-26
160792,protoplasmic streaming,原生质流动,,,2012-11-26
160793,protoplasmic rotation,原生质旋转运动,,,2012-11-26
160794,protoplasmic reticulum,原生质网,,,2012-11-26
160795,protoplasmic movement,原生质运动,,,2012-11-26
160796,protoplasmic model,原生质模型,,,2012-11-26
160797,protoplasmic membrane,原生质膜,,,2012-11-26
160798,protoplasmic hysteresis,原生质迟延作用,,,2012-11-26
160799,protoplasmic fiber,原生质丝,,,2012-11-26
160800,protoplasmic cortex,皮质原生质,,,2012-11-26
160801,protoplasmic cyclosis,原生质环流,,,2012-11-26
160802,protoplasmic connection;plasmodesma,原生质连络;原生质丝,,,2012-11-26
160803,protoplasmic bridge,原生质桥,,,2012-11-26
160804,protoplasm(Purkinje 1840，Mohl 1846),原生质,,,2012-11-26
160805,protoplasmic astrocyte,原生质星状细胞,,,2012-11-26
160806,protoplasm theory;plasma doctrine,原生质说,,,2012-11-26
160807,protoplasm circulation,原生质循环运动,,,2012-11-26
160808,protopine,紫菫,,,2012-11-26
160809,protophyte,原生植物(细菌与病毒),,,2012-11-26
160810,protophyll,原生叶,,,2012-11-26
160811,protophloem,先成筛管部;先皮韧皮部,,,2012-11-26
160812,protoperithecium,原子囊腔,,,2012-11-26
160813,protopectinase,原果胶酶,,,2012-11-26
160814,protopectin,原果胶质,,,2012-11-26
160815,proton,质子,,,2012-11-26
160816,protonema(pl.protonemata),原丝体;原丝,,,2012-11-26
160817,Protomycetales,原菌目(子囊类);黄鹌菜膨肿病菌目,,,2012-11-26
160818,Protomycetaceae,黄鹌菜膨胀病菌科,,,2012-11-26
160819,Protomyces macrosporus Unger.,胡萝菔肿胀病菌,,,2012-11-26
160820,Protomyces,黄鹌菜膨胀病菌属,,,2012-11-26
160821,Protomastigeles,单口鞭毛藻目,,,2012-11-26
160822,Protolepidodendron,古鳞蕨属,,,2012-11-26
160823,Protolepidodend-rales,古鳞蕨目,,,2012-11-26
160824,Protolepidodend-raceae,古鳞蕨科,,,2012-11-26
160825,protokaryotic(Chatton 1925);protocaryotic;prokaryotic,原核生物的,,,2012-11-26
160826,protokaryon;protocaryon;,原核,,,2012-11-26
160827,Protohyeniaceae,原生珊瑚蕨科,,,2012-11-26
160828,protogyny,雌蕊先成熟;雌性器官先成熟,,,2012-11-26
160829,protogynous hermaphrodite,雌性先熟雌雄同体(花),,,2012-11-26
160830,protogynous flower;proterogynous flower,雌蕊先熟花,,,2012-11-26
160831,protogenesis,出芽生殖,,,2012-11-26
160832,protogene,始原基因,,,2012-11-26
160833,protogametophyte,前配子体,,,2012-11-26
160834,Protodiscineae,原盘菌亚目(囊),,,2012-11-26
160835,protoderm,前表皮;原皮,,,2012-11-26
160836,Protodiscales,原盘菌目(子囊菌类),,,2012-11-26
160837,protocrocin,番红花原,,,2012-11-26
160838,protocorm; mycorhizome,兰菌共生体,,,2012-11-26
160839,protoconidium,原生分生孢子,,,2012-11-26
160840,Protococcus viridis Ag.,原球藻,,,2012-11-26
160841,Protococcales,原球藻目(绿),,,2012-11-26
160842,Protococcaeae,原球藻科(绿),,,2012-11-26
160843,protochlorophyll,原叶绿素,,,2012-11-26
160844,protochromonema,原染色丝,,,2012-11-26
160845,protocaryotic;procaryotic;protokaryotic;prokaryotic,原核的,,,2012-11-26
160846,protocaryon,原生核,,,2012-11-26
160847,Protocaliciineae,粉霉亚目(囊),,,2012-11-26
160848,Protocaliciaceae,粉霉科(囊),,,2012-11-26
160849,Protocalamites,原始芦木属,,,2012-11-26
160850,Protocalamariaceae,原始芦木科,,,2012-11-26
160851,protobroch,前网期,,,2012-11-26
160852,protoblast,原胚胞,,,2012-11-26
160853,protobasidium;probasidium,原生担子器,,,2012-11-26
160854,Protobasidiomy-cetes,原担子菌目;异节担子菌目,,,2012-11-26
160855,Protoascineae,原子囊菌亚目,,,2012-11-26
160856,Protium,马蹄果属(橄榄科),,,2012-11-26
160857,protistology,原生生物学,,,2012-11-26
160858,Protista,原生生物界,,,2012-11-26
160859,protist,原生生物,,,2012-11-26
160860,prothetely,先成现象,,,2012-11-26
160861,prothallium(prothallus),原叶体,,,2012-11-26
160862,prothallial tube,原叶体管,,,2012-11-26
160863,prothallial nucleus,原叶体核,,,2012-11-26
160864,prothallial cell,原叶体细胞,,,2012-11-26
160865,proteus bacilli;Bacillus proteus vulgaris Miq.,腐败杆菌,,,2012-11-26
160866,Proteus,变形杆菌属,,,2012-11-26
160867,proterogyny,雌蕊先熟性,,,2012-11-26
160868,proterogynous flower;protogynous flower,雌蕊先熟花,,,2012-11-26
160869,proterandrous dichogamy,雄性器官先成熟,,,2012-11-26
160870,proterminal,自末端开始的,,,2012-11-26
160871,proteosome,生物体中沉淀,,,2012-11-26
160872,proteose;albumose,朊;蛋白【月+示】;分解蛋白质,,,2012-11-26
160873,proteopexy,蛋白固定,,,2012-11-26
160874,proteopeptic，proteopexic,蛋白质固定的,,,2012-11-26
160875,proteometabolism,蛋白质代谢,,,2012-11-26
160876,proteolytic enzyme;proteolytic ferment;protease,朊水解酶;蛋白质水解酵素,,,2012-11-26
160877,proteolytic,分解蛋白的,,,2012-11-26
160878,proteolysin,蛋白溶素,,,2012-11-26
160879,proteolysis,朊水解;蛋白质水解,,,2012-11-26
160880,proteolipid;lipoprotein,脂蛋白质;脂蛋白,,,2012-11-26
160881,proteolipid,蛋白脂类,,,2012-11-26
160882,protelomere(Lima-de-Faria & Sarvella 1958),原末端著丝点,,,2012-11-26
160883,proteinogen,蛋白质原,,,2012-11-26
160884,proteinchrome,朊色素;朊质;蛋白色质;蛋白色素,,,2012-11-26
160885,proteinase,朊酶 ;蛋白质酶;蛋白质[分解]酵素,,,2012-11-26
160886,protein(Berzelius),蛋白质;朊,,,2012-11-26
160887,protein synthesis,蛋白质合成,,,2012-11-26
160888,protein seed,蛋白质种子,,,2012-11-26
160889,protein residual,剩余蛋白质,,,2012-11-26
160890,protein quotient,蛋白商数,,,2012-11-26
160891,protein molecules,蛋白质分子,,,2012-11-26
160892,protein moiety;apoenzyme,酵素的蛋白质部分,,,2012-11-26
160893,protein metabolism,蛋白质代谢作用,,,2012-11-26
160894,protein grain,蛋白质粒,,,2012-11-26
160895,protein cycle,蛋白质轮回,,,2012-11-26
160896,protein crystalloid,蛋白质似晶体,,,2012-11-26
160897,proteid;protein,蛋白质;复蛋白质,,,2012-11-26
160898,protective tissue,保护组织,,,2012-11-26
160899,protective sheath,保护鞘,,,2012-11-26
160900,protective leaf,保护叶,,,2012-11-26
160901,protective inhibition,保护性抑制,,,2012-11-26
160902,protective enzyme,防御酵素,,,2012-11-26
160903,protective coloration,保护色,,,2012-11-26
160904,protective colloid,保护胶体,,,2012-11-26
160905,protective aerial root,保护性气根,,,2012-11-26
160906,protective adaptation,保护性适应,,,2012-11-26
160907,protection,保护,,,2012-11-26
160908,protecting substance against radiation,防幅射线物质,,,2012-11-26
160909,protecting sheath,保护鞘,,,2012-11-26
160910,protecting organ,保护器官,,,2012-11-26
160911,protecting leaf,保护叶,,,2012-11-26
160912,protease;proteolytic enzyme,朊酶;蛋白[质]酶,,,2012-11-26
160913,protean,1.变化的、有许多方式与形状的2.衍生(的)蛋白质，(蛋白质受各种作用后衍生的蛋白质,,,2012-11-26
160914,Proteales,山龙眼目;山龙眼群,,,2012-11-26
160915,Proteaceae;protea family,山龙眼科,,,2012-11-26
160916,protea family;Proteaceae,山龙眼科,,,2012-11-26
160917,protandry,雄蕊先熟性,,,2012-11-26
160918,protandrous(Hildebrand 1867),雄蕊先熟,,,2012-11-26
160919,protamine,1.鱼精蛋白;2.原胺类,,,2012-11-26
160920,protaminase,鱼精蛋白,,,2012-11-26
160921,prosuspensor cell,原胚柄细胞,,,2012-11-26
160922,prosuspensor,前悬柄;原胚柄,,,2012-11-26
