ID,英文名稱,中文名稱,圖片,備註,更新日期
2927220,diffusion processes,扩散过程,nan,nan,2017-04-11
2927221,diffusion velocity,扩散速度,nan,nan,2017-04-11
2927222,diffusion wave,扩散波,nan,nan,2017-04-11
2927223,diffusive equilibrium,扩散平衡,nan,nan,2017-04-11
2927224,diffusive layer,扩散层,nan,nan,2017-04-11
2927225,diffusive separation,扩散分离,nan,nan,2017-04-11
2927226,Digital telemetry,数位记录传导,nan,nan,2017-04-11
2927227,digital-to-analog conversion,数位类比转换,nan,nan,2017-04-11
2927228,dilute plasma,稀释电浆,nan,nan,2017-04-11
2927229,dip angle,磁倾角,nan,nan,2017-04-11
2927230,dip circle,磁倾圈,nan,nan,2017-04-11
2927231,dip equator,磁倾赤道,nan,nan,2017-04-11
2927232,dip latitude,磁倾纬度,nan,nan,2017-04-11
2927233,dip of horizon,地平倾角,nan,nan,2017-04-11
2927234,dip pole,磁倾极,nan,nan,2017-04-11
2927235,dip-needle,磁倾指针,nan,nan,2017-04-11
2927236,dipolar geomagnetic field,偶极地磁场,nan,nan,2017-04-11
2927237,dipole axis,偶极轴,nan,nan,2017-04-11
2927238,dipole colatitude,偶极余纬 [度],nan,nan,2017-04-11
2927239,dipole coordinates,偶极坐标,nan,nan,2017-04-11
2927240,dipole equator,偶极赤道,nan,nan,2017-04-11
2927241,dipole field,偶极场,nan,nan,2017-04-11
2927242,dipole latitude,偶极纬度,nan,nan,2017-04-11
2927243,dipole local time coordinate system,偶极地方时坐标系,nan,nan,2017-04-11
2927244,dipole longitude,偶极经度,nan,nan,2017-04-11
2927245,dipole meridian,偶极子午圈； 偶极子午线,nan,nan,2017-04-11
2927246,dipole midnight,偶极子夜,nan,nan,2017-04-11
2927247,dipole noon,偶极正午,nan,nan,2017-04-11
2927248,dipole pole,偶极子极,nan,nan,2017-04-11
2927249,dipole radiation,偶极辐射,nan,nan,2017-04-11
2927250,dipole time (=geomagnetic time),偶极时； 地磁时,nan,nan,2017-04-11
2927251,dipping needle,磁倾针,nan,nan,2017-04-11
2927252,direct broadcasting satellite,直播卫星,nan,nan,2017-04-11
2927253,direct solar effects,直接太阳效应,nan,nan,2017-04-11
2927254,direct solar radiation,直接太阳辐射,nan,nan,2017-04-11
2927255,direct terrestrial response,直接地球响应{指太阳活动时},nan,nan,2017-04-11
2927256,direction angle,方位角,nan,nan,2017-04-11
2927257,direction cosine,方向余弦,nan,nan,2017-04-11
2927258,direction finder,定向仪,nan,nan,2017-04-11
2927259,direction finding,定向,nan,nan,2017-04-11
2927260,Direction gyro,航向陀螺仪,nan,nan,2017-04-11
2927261,direction of magnetization,磁化方向,nan,nan,2017-04-11
2927262,directional antenna,定向天线,nan,nan,2017-04-11
2927263,directive antenna,定向天线,nan,nan,2017-04-11
2927264,discontinuous spectrum,不连续光谱,nan,nan,2017-04-11
2927265,discrete beams,不连续束；离散束,nan,nan,2017-04-11
2927266,discrete polar cap aurora,离散极帽区极光,nan,nan,2017-04-11
2927267,discrete radio source,离散电波源,nan,nan,2017-04-11
2927268,discrete spectrum,离散光谱,nan,nan,2017-04-11
2927269,discrete X-ray sources,离散X射线源,nan,nan,2017-04-11
2927270,discriminator,鉴别器； 鉴频器,nan,nan,2017-04-11
2927271,dispersion equation,色散方程； 频散方程,nan,nan,2017-04-11
2927272,dispersion wave,色散波； 频散波,nan,nan,2017-04-11
2927273,displacement current,位移电流,nan,nan,2017-04-11
2927274,disruption,溃消{电流}； 崩裂{磁力线},nan,nan,2017-04-11
2927275,dissipative,消耗性的； 损耗性的,nan,nan,2017-04-11
2927276,dissipative force,耗散力,nan,nan,2017-04-11
2927277,dissociation,解离,nan,nan,2017-04-11
2927278,dissociation potential,解离电势； 解离电位,nan,nan,2017-04-11
2927279,dissociative attachment,解离性附著,nan,nan,2017-04-11
2927280,dissociative recombination,解离复合,nan,nan,2017-04-11
2927281,distant magnetotail,远磁尾,nan,nan,2017-04-11
2927282,distorted wave,畸变波,nan,nan,2017-04-11
2927283,distribution function,分布函数,nan,nan,2017-04-11
2927284,disturbance corpuscular flux,扰动微粒通量,nan,nan,2017-04-11
2927285,disturbance daily variation,扰动逐日变化,nan,nan,2017-04-11
2927286,disturbance field,扰动场,nan,nan,2017-04-11
2927287,disturbance of the geomagnetic field,地磁场扰动,nan,nan,2017-04-11
2927288,disturbance polar current,扰动极区电流,nan,nan,2017-04-11
2927289,disturbance ring,扰动环,nan,nan,2017-04-11
2927290,disturbed sun,扰动太阳,nan,nan,2017-04-11
2927291,disturbed time,扰动期,nan,nan,2017-04-11
2927292,diurnal,日[的],nan,nan,2017-04-11
2927293,diurnal amplitude,日振幅,nan,nan,2017-04-11
2927294,diurnal component,日分量,nan,nan,2017-04-11
2927295,diurnal modulation,日调制,nan,nan,2017-04-11
2927296,diurnal range,日变幅； 日较差,nan,nan,2017-04-11
2927297,Dome,圆顶； 穹面,nan,nan,2017-04-11
2927298,double layer,双层,nan,nan,2017-04-11
2927299,double sheath,双鞘； 双片,nan,nan,2017-04-11
2927300,double sunspot cycle,太阳黑子双周期,nan,nan,2017-04-11
2927301,doublet line,双线,nan,nan,2017-04-11
2927302,doughnut-shaped zone,环管形辐射带,nan,nan,2017-04-11
2927303,down coming sky wave,下传天波,nan,nan,2017-04-11
2927304,downgoing wave,下传波,nan,nan,2017-04-11
2927305,down-link,向下传讯； 下链,nan,nan,2017-04-11
2927306,downstream,下游,nan,nan,2017-04-11
2927307,downtail convection,尾向对流,nan,nan,2017-04-11
2927308,drag effect,拖曳效应,nan,nan,2017-04-11
2927309,drapery,极光幔,nan,nan,2017-04-11
2927310,drift flute mode instability,漂移笛模不稳定,nan,nan,2017-04-11
2927311,drift shell,漂移壳,nan,nan,2017-04-11
2927312,drift speed,漂移速率,nan,nan,2017-04-11
2927313,drift velocity,漂移速度,nan,nan,2017-04-11
2927314,driving function,驱动功能,nan,nan,2017-04-11
2927315,driving mechanism,驱动机制,nan,nan,2017-04-11
2927316,drizzle type,细雨形,nan,nan,2017-04-11
2927317,Dst index,赤道环形电流磁[暴]指数,nan,nan,2017-04-11
2927318,dual frequency phase locked receiver,双频锁相接收机,nan,nan,2017-04-11
2927319,ducted propagation,导管传播,nan,nan,2017-04-11
2927320,ducted whistler,导管哨波,nan,nan,2017-04-11
2927321,dumbbeli distribution,哑铃形分布,nan,nan,2017-04-11
2927322,duration of eclipse,掩食时间,nan,nan,2017-04-11
2927323,duration of totality,全食时间,nan,nan,2017-04-11
2927324,dusk meridian,黄昏子午圈； 黄昏子午线,nan,nan,2017-04-11
2927325,dusk side,昏侧,nan,nan,2017-04-11
2927326,dusk-midnight sector,昏夜区段,nan,nan,2017-04-11
2927327,duskside magnetosphere,昏侧磁层,nan,nan,2017-04-11
2927328,duskside magnetotail,昏侧磁尾,nan,nan,2017-04-11
2927329,duskside of the magnetopause,昏侧磁层顶,nan,nan,2017-04-11
2927330,duskside oval,昏侧椭圆圈,nan,nan,2017-04-11
2927331,duskside tail,昏侧磁尾,nan,nan,2017-04-11
2927332,duty ratio,占空比,nan,nan,2017-04-11
2927333,Dynamic Explorer,动力探索卫星,nan,nan,2017-04-11
2927334,dynamic interaction,动力相互作用,nan,nan,2017-04-11
2927335,dynamic morphology,动力形态学,nan,nan,2017-04-11
2927336,dynamic spectrum,动态[频]谱,nan,nan,2017-04-11
2927337,dynamical processes,动力过程,nan,nan,2017-04-11
2927338,dynamo,发电机,nan,nan,2017-04-11
2927339,dynasonde,电离层动态探测仪,nan,nan,2017-04-11
2927340,daily extremes,日极值,nan,nan,2017-04-11
2927341,daily mean,日平均； 日均值,nan,nan,2017-04-11
2927342,daily range,日变幅； 日较差,nan,nan,2017-04-11
2927343,daily variation,日变化； 逐日变化,nan,nan,2017-04-11
2927344,damped wave,阻尼波,nan,nan,2017-04-11
2927345,damping,阻尼； 衰减,nan,nan,2017-04-11
2927346,data link,资料链,nan,nan,2017-04-11
2927347,data reduction,资料简化,nan,nan,2017-04-11
2927348,data relay satellite,数据中继卫星,nan,nan,2017-04-11
2927349,daylight,昼光,nan,nan,2017-04-11
2927350,debris,碎屑,nan,nan,2017-04-11
2927351,decay time,衰变时间,nan,nan,2017-04-11
2927352,declination,磁偏角； 偏角； 赤纬,nan,nan,2017-04-11
2927353,declination circle,赤纬圈,nan,nan,2017-04-11
2927354,decoder,译码机； 解码器,nan,nan,2017-04-11
2927355,deflection,偏转,nan,nan,2017-04-11
2927356,degree of freedom,自由度,nan,nan,2017-04-11
2927357,degree of ionization,电离度,nan,nan,2017-04-11
2927358,demodulation,解调,nan,nan,2017-04-11
2927359,depletion layer,空乏层,nan,nan,2017-04-11
2927360,descending node,降交点,nan,nan,2017-04-11
2927361,despun antenna,消旋天线,nan,nan,2017-04-11
2927362,detached shock wave,分离震波,nan,nan,2017-04-11
2927363,detection,探测； 检测； 检波； 侦测,nan,nan,2017-04-11
2927364,detector,探测器； 检波器,nan,nan,2017-04-11
2927365,deviation,偏差,nan,nan,2017-04-11
2927366,dielectric,电介质； 介电的,nan,nan,2017-04-11
2927367,diffraction,绕射,nan,nan,2017-04-11
2927368,diffuse radiation,漫辐射,nan,nan,2017-04-11
2927369,diffuse reflection,漫反射,nan,nan,2017-04-11
2927370,diffusion,扩散； 漫射,nan,nan,2017-04-11
2927371,diffusion coefficient,扩散系数,nan,nan,2017-04-11
2927372,dip,倾角； 倾斜,nan,nan,2017-04-11
2927373,dipole antenna,偶极天线,nan,nan,2017-04-11
2927374,dish,碟[形天线],nan,nan,2017-04-11
2927375,dispersion,色散； 频散,nan,nan,2017-04-11
2927376,distortion,畸变； 变形,nan,nan,2017-04-11
2927377,diurnal variation,日变化,nan,nan,2017-04-11
2927378,divergence,辐散  散度,nan,nan,2017-04-11
2927379,doublet,双线； 偶极线,nan,nan,2017-04-11
2927380,drag,曳力； 拖曳； 阻力,nan,nan,2017-04-11
2927381,drag coefficient,拖曳系数,nan,nan,2017-04-11
2927382,drift,漂移,nan,nan,2017-04-11
2927383,drift rate,漂移率,nan,nan,2017-04-11
2927384,dropsonde,投落送； 空投探空仪,nan,nan,2017-04-11
2927385,duct,导管； 管道,nan,nan,2017-04-11
2927386,dusk,黄昏,nan,nan,2017-04-11
2927387,dynamic pressure,动力压,nan,nan,2017-04-11
2927388,dynamic range,动态范围,nan,nan,2017-04-11
2927389,dynamic viscosity,动力黏性,nan,nan,2017-04-11
2927390,Doppler effect,都卜勒效应,nan,nan,2017-04-11
2927391,Doppler radar,都卜勒雷达,nan,nan,2017-04-11
2927392,Doppler shift,都卜勒频移,nan,nan,2017-04-11
3397199,escape,逃逸；逃脱,nan,nan,2018-03-21
3397200,eruptive prominence,爆发日珥,nan,nan,2018-03-21
3397201,eruption,爆发,nan,nan,2018-03-21
3397202,ertor,爱尔拖；艾尔托；臭氧层有效辐射温度,nan,nan,2018-03-21
3397203,eradiation,地球辐射；地射,nan,nan,2018-03-21
3397204,equivalent width,等效宽度；相当波宽,nan,nan,2018-03-21
3397205,equivalent voltage,等效电压,nan,nan,2018-03-21
3397206,equivalent temperature,等效温度,nan,nan,2018-03-21
3397207,equivalent ring current,等效环形电流,nan,nan,2018-03-21
3397208,equivalent noise temperature,等效杂讯温度,nan,nan,2018-03-21
3397209,electro-optics,电光学,nan,nan,2018-03-21
3397210,geomagnetic field,地磁场,nan,nan,2018-03-21
3397211,equivalent height,等效高度；相当高度,nan,nan,2018-03-21
3397212,equivalent depth,等效深度；等效厚度；相当厚度,nan,nan,2018-03-21
3397213,equivalent current,等效电流,nan,nan,2018-03-21
3397214,equipotential surface,等位面；等势面,nan,nan,2018-03-21
3397215,equipotential line,等位线；等势线,nan,nan,2018-03-21
3397216,equinox,二分点；春秋分,nan,nan,2018-03-21
3397217,equinoctial points,二分点；春秋分点,nan,nan,2018-03-21
3397218,equinoctial colure,二分圈,nan,nan,2018-03-21
3397219,equilines,等值线,nan,nan,2018-03-21
3397220,equilibrium temperatures,平衡温度,nan,nan,2018-03-21
3397221,electron-ion recombination,电子-离子复合；电子-离子再结合,nan,nan,2018-03-21
3397222,geomagnetic equator,地磁赤道,nan,nan,2018-03-21
3397223,equilibrium number density,平衡数密度,nan,nan,2018-03-21
3397224,equilibrium energy spectrum,平衡能谱,nan,nan,2018-03-21
3397225,equatorwards,向赤道方向,nan,nan,2018-03-21
3397226,equatorward edge,赤道侧边缘,nan,nan,2018-03-21
3397227,equatorward boundary,赤道侧边界,nan,nan,2018-03-21
3397228,equatorside,赤道侧,nan,nan,2018-03-21
3397229,equatorial spread F,赤道扩散F,nan,nan,2018-03-21
3397230,equatorial ring current index,赤道环形电流指数,nan,nan,2018-03-21
3397231,equatorial ring current,赤道环形电流,nan,nan,2018-03-21
3397232,equatorial region,赤道区,nan,nan,2018-03-21
3397233,electron-ion collision frequency,电子-离子碰撞频率,nan,nan,2018-03-21
3397234,geomagnetic effect,地磁效应,nan,nan,2018-03-21
3397235,equatorial radius,赤道半径,nan,nan,2018-03-21
3397236,equatorial plane,赤道面,nan,nan,2018-03-21
3397237,granule,米粒{日面},nan,nan,2018-03-21
3397238,equatorial orbit,赤道轨道,nan,nan,2018-03-21
3397239,granulation,米粒组织{日面},nan,nan,2018-03-21
3397240,equatorial ionosphere,赤道电离层,nan,nan,2018-03-21
3397241,gradual flare,缓型闪焰,nan,nan,2018-03-21
3397242,equatorial electrojet,赤道电喷流,nan,nan,2018-03-21
3397243,gradual commencement magnetic storm,缓始磁暴,nan,nan,2018-03-21
3397244,equatorial bulge,赤道隆起,nan,nan,2018-03-21
3397245,gradient wind,梯度风,nan,nan,2018-03-21
3397246,equatorial anomaly,赤道异常,nan,nan,2018-03-21
3397247,gradient drift velocity,梯度漂移速度,nan,nan,2018-03-21
3397248,equator,赤道,nan,nan,2018-03-21
3397249,gradient drift instability,梯度漂移不稳定,nan,nan,2018-03-21
3397250,equation of state,状态方程,nan,nan,2018-03-21
3397251,gradient drift current,梯度漂移电流,nan,nan,2018-03-21
3397252,epoch,历元,nan,nan,2018-03-21
3397253,gradient drift,梯度漂移,nan,nan,2018-03-21
3397254,electronic cloud,电子云,nan,nan,2018-03-21
3397255,geomagnetic disturbance,地磁扰乱,nan,nan,2018-03-21
3397256,environmental chamber,环境模拟室；环境模拟舱,nan,nan,2018-03-21
3397257,Goddard Space Flight Center (=GSFC),戈达太空飞行中心,nan,nan,2018-03-21
3397258,entry corridor,进入通道；进入走廊{指进入大气层的},nan,nan,2018-03-21
3397259,global scale,全球尺度,nan,nan,2018-03-21
3397260,entropy,熵,nan,nan,2018-03-21
3397261,Global Positioning System (GPS),全球定位系统,nan,nan,2019-11-13
3397262,enthalpy,焓,nan,nan,2018-03-21
3397263,global picture,全球图像,nan,nan,2018-03-21
3397264,energy threshold,能槛,nan,nan,2018-03-21
3397265,global heat budget,全球热量收支,nan,nan,2018-03-21
3397266,energy step,能阶,nan,nan,2018-03-21
3397267,global circulation model (=GCM),全球环流模式,nan,nan,2018-03-21
3397268,energy spectrum,能谱,nan,nan,2018-03-21
3397269,global beam,全球波束,nan,nan,2018-03-21
3397270,energy range,能量区间,nan,nan,2018-03-21
3397271,glide path,下滑航线； 下滑轨道,nan,nan,2018-03-21
3397272,energy loss,能量损失,nan,nan,2018-03-21
3397273,glaciology,冰川学,nan,nan,2018-03-21
3397274,energy level diagram,能阶图,nan,nan,2018-03-21
3397275,glacier recession,冰川消退,nan,nan,2018-03-21
3397276,electron trap,电子捕集器；电子捕获,nan,nan,2018-03-21
3397277,geomagnetic dipole,地磁偶极； 地磁双极,nan,nan,2018-03-21
3397278,energy level,能阶,nan,nan,2018-03-21
3397279,glacier,冰川,nan,nan,2018-03-21
3397280,energy gaps,能量间隙,nan,nan,2018-03-21
3397281,glacial,冰川的,nan,nan,2018-03-21
3397282,energy flux,能量通量,nan,nan,2018-03-21
3397283,geosynchronous satellite,地球同步卫星,nan,nan,2018-03-21
3397284,energy distribution,能量分布,nan,nan,2018-03-21
3397285,geosynchronous orbit,地球同步轨道,nan,nan,2018-03-21
3397286,energy dissipation,能量耗散,nan,nan,2018-03-21
3397287,geosynchronous altitude,地球同步高度,nan,nan,2018-03-21
3397288,energy deposition,能量沉积,nan,nan,2018-03-21
3397289,geostrophic wind,地转风,nan,nan,2018-03-21
3397290,energy density,能量密度,nan,nan,2018-03-21
3397291,geostrophic vorticity,地转涡度,nan,nan,2018-03-21
3397292,energy conservation,能量守恒,nan,nan,2018-03-21
3397293,geostrophic,地转的,nan,nan,2018-03-21
3397294,energy,能量,nan,nan,2018-03-21
3397295,geostationary satellite,地球同步卫星,nan,nan,2018-03-21
3397296,energetics,能量学,nan,nan,2018-03-21
3397297,geostationary orbit,地球同步轨道,nan,nan,2018-03-21
3397298,electron temperature,电子温度,nan,nan,2018-03-21
3397299,geomagnetic declination,地磁偏角,nan,nan,2018-03-21
3397300,energetic particle,高能粒子,nan,nan,2018-03-21
3397301,Geostationary Meteorological Satellite (=GMS),地球同步气象卫星,nan,nan,2018-03-21
3397302,energetic electrons,高能电子,nan,nan,2018-03-21
3397303,geospace,近地太空,nan,nan,2018-03-21
3397304,end of totality,生光； 食甚终,nan,nan,2018-03-21
3397305,geopotential meter,重力位公尺,nan,nan,2018-03-21
3397306,end of eclipse,复圆；食终,nan,nan,2018-03-21
3397307,geopotential height,重力位高,nan,nan,2018-03-21
3397308,emissivity,发射率,nan,nan,2018-03-21
3397309,geopotential altitude,重力位高度,nan,nan,2018-03-21
3397310,emission spectrum,发射光谱,nan,nan,2018-03-21
3397311,geopotential,重力位,nan,nan,2018-03-21
3397312,emission line,发射谱线,nan,nan,2018-03-21
3397313,geophysics,地球物理学,nan,nan,2018-03-21
3397314,emission layer,发射层,nan,nan,2018-03-21
3397315,geophysical,地球物理的,nan,nan,2018-03-21
3397316,emission frequency,发射频率,nan,nan,2018-03-21
3397317,geometry,几何； 几何学； 几何图形,nan,nan,2018-03-21
3397318,emission efficiency,发射效率,nan,nan,2018-03-21
3397319,geometrical sunset point,几何日落点,nan,nan,2018-03-21
3397320,electron spin resonance,电子自旋共振,nan,nan,2018-03-21
3397321,geomagnetic coordinate system,地磁坐标系统,nan,nan,2018-03-21
3397322,emission coefficient,发射系数,nan,nan,2018-03-21
3397323,geometric albedo,几何反照率,nan,nan,2018-03-21
3397324,emission,发射,nan,nan,2018-03-21
3397325,geomechanics,地球力学； 地质力学,nan,nan,2018-03-21
3397326,emersion,复明,nan,nan,2018-03-21
3397327,geomagnetism,地磁； 地磁学,nan,nan,2018-03-21
3397328,elongation,距角；伸长,nan,nan,2018-03-21
3397329,geomagnetic variation,地磁变化,nan,nan,2018-03-21
3397330,elliptical orbit,椭圆轨道,nan,nan,2018-03-21
3397331,geomagnetic time,地磁时间,nan,nan,2018-03-21
3397332,elliptic polarization,椭圆偏振,nan,nan,2018-03-21
3397333,geomagnetic tail,磁尾,nan,nan,2018-03-21
3397334,elevation,仰角；高度,nan,nan,2018-03-21
3397335,geomagnetic sudden impulse,地磁突脉冲,nan,nan,2018-03-21
3397336,elevatin angle,仰角,nan,nan,2018-03-21
3397337,geomagnetic storm,磁暴,nan,nan,2018-03-21
3397338,elements of orbit,轨道要素,nan,nan,2018-03-21
3397339,geomagnetic response,地磁响应,nan,nan,2018-03-21
3397340,element,元素；元量；单元；要素,nan,nan,2018-03-21
3397341,geomagnetic quiet time,地磁宁静期,nan,nan,2018-03-21
3397342,electron shell,电子壳层,nan,nan,2018-03-21
3397343,geomagnetic coordinate,地磁坐标,nan,nan,2018-03-21
3397344,electrostatic wave,静电波,nan,nan,2018-03-21
3397345,geomagnetic pole,地磁极,nan,nan,2018-03-21
3397346,electrostatic structures,静电结构,nan,nan,2018-03-21
3397347,geomagnetic parameter,地磁参数,nan,nan,2018-03-21
3397348,electrostatic probe,静电探针,nan,nan,2018-03-21
3397349,geomagnetic observatory,地磁观测台,nan,nan,2018-03-21
3397350,electrostatic microturbulence,静电微湍流,nan,nan,2018-03-21
3397351,geomagnetic midnight,地磁子夜,nan,nan,2018-03-21
3397352,electrostatic ion cyclotron instability,静电离子回旋不稳定性,nan,nan,2018-03-21
3397353,geomagnetic micropulsation,地磁微脉动,nan,nan,2018-03-21
3397354,electrostatic equilibrium,静电平衡,nan,nan,2018-03-21
3397355,geomagnetic longitude,地磁经度,nan,nan,2018-03-21
3397356,electrostatic energy,静电能,nan,nan,2018-03-21
3397357,geomagnetic latitude,地磁纬度,nan,nan,2018-03-21
3397358,electrostatic double probe,静电双探针,nan,nan,2018-03-21
3397359,geomagnetic index,地磁指数,nan,nan,2018-03-21
3397360,electrostatic double layer,静电双层,nan,nan,2018-03-21
3397361,geomagnetic inclination,地磁倾角,nan,nan,2018-03-21
3397362,escape flux,逃逸通量,nan,nan,2018-03-21
3397363,electrostatic analyzer,静电分析器,nan,nan,2018-03-21
3397364,geomagnetic field,地磁场,nan,nan,2018-03-21
3397365,electron sheet beam,电子片束,nan,nan,2018-03-21
3397366,geomagnetic component,地磁分量,nan,nan,2018-03-21
3397367,Fraunhofer spectrum,夫朗和斐[光]谱,nan,nan,2018-03-21
3397368,Fraunhofer line,夫朗和斐谱线,nan,nan,2018-03-21
3397369,frame of reference,参考坐标,nan,nan,2018-03-21
3397370,fraction,分数,nan,nan,2018-03-21
3397371,Fourier theorem,傅立叶定理,nan,nan,2018-03-21
3397372,fusion,融合,nan,nan,2018-03-21
3397373,Fourier analysis,傅立叶分析； 傅氏分析,nan,nan,2018-03-21
3397374,funnel-shaped region,漏斗形区,nan,nan,2018-03-21
3397375,fundamental frequency,基频,nan,nan,2018-03-21
3397376,fully ionized plasma,全离化电浆,nan,nan,2018-03-21
3397377,full width at half-maximum,半极大值全宽度,nan,nan,2018-03-21
3397378,full wave theory,全波理论,nan,nan,2018-03-21
3397379,full wave solution,全波解,nan,nan,2018-03-21
3397380,full moon,望； 满月,nan,nan,2018-03-21
3397381,fuel cell,燃料电池； 燃料箱,nan,nan,2018-03-21
3397382,frozen-in magnetic field,冻结磁场,nan,nan,2018-03-21
3397383,frozen-in field line,冻结磁力线,nan,nan,2018-03-21
3397384,fountain effect,喷泉效应,nan,nan,2018-03-21
3397385,frozen magnetic field,冻结磁场,nan,nan,2018-03-21
3397386,frozen field,冻结场,nan,nan,2018-03-21
3397387,frontal system,锋系,nan,nan,2018-03-21
3397388,frontal cloud,锋面云,nan,nan,2018-03-21
3397389,friction,摩擦,nan,nan,2018-03-21
3397390,Fresnel zone,夫瑞奈区；菲涅耳区,nan,nan,2018-03-21
3397391,frequency spectrum,频谱,nan,nan,2018-03-21
3397392,frequency response,频率响应； 频响,nan,nan,2018-03-21
3397393,frequency of occurrence,发生频次； 出现频率,nan,nan,2018-03-21
3397394,frequency modulation,调频,nan,nan,2018-03-21
3397395,Forward-looking airborne radar,前视机载雷达,nan,nan,2018-03-21
3397396,frequency converter,变频器,nan,nan,2018-03-21
3397397,frequency channel,频道,nan,nan,2018-03-21
3397398,frequency band,频带； 频段,nan,nan,2018-03-21
3397399,frequency,频率,nan,nan,2018-03-21
3397400,freezing-in,冻结,nan,nan,2018-03-21
3397401,freezing nuclei,结冰核,nan,nan,2018-03-21
3397402,free-bound transition,自由－束缚跃迁,nan,nan,2018-03-21
3397403,free path,自由程,nan,nan,2018-03-21
3397404,free gyro,自由陀螺仪,nan,nan,2018-03-21
3397405,free fall,自由下落,nan,nan,2018-03-21
3397406,forward shock,前向震波,nan,nan,2018-03-21
3397407,ecliptic,黄道,nan,nan,2018-03-21
3397408,galactic longitude,银河经度,nan,nan,2018-03-21
3397409,electron production rate,电子产生率；电子生成率,nan,nan,2018-03-21
3397410,eclipse,食,nan,nan,2018-03-21
3397411,galactic latitude,银河纬度,nan,nan,2018-03-21
3397412,electron product ion,电子产生；电子生成,nan,nan,2018-03-21
3397413,electron precipitation,电子沉降,nan,nan,2018-03-21
3397414,electron orbit,电子轨道,nan,nan,2018-03-21
3397415,electron number density,电子数密度,nan,nan,2018-03-21
3397416,electron loss rate,电子湮灭率；电子消失率,nan,nan,2018-03-21
3397417,electron loss,电子湮灭；电子消失,nan,nan,2018-03-21
3397418,electron layer,电子层,nan,nan,2018-03-21
3397419,electron gyro-resonance,电子回转共振,nan,nan,2018-03-21
3397420,electron gun,电子枪,nan,nan,2018-03-21
3397421,electron escape,电子逃逸,nan,nan,2018-03-21
3397422,geomagnetic activity index,地磁活动指数,nan,nan,2018-03-21
3397423,echo signal,回波讯号,nan,nan,2018-03-21
3397424,galactic equator,银河赤道,nan,nan,2018-03-21
3397425,electron energy spectrum,电子能谱,nan,nan,2018-03-21
3397426,geomagnetic,地磁的,nan,nan,2018-03-21
3397427,electron energy flux,电子能通量,nan,nan,2018-03-21
3397428,geoid,大地水准面,nan,nan,2018-03-21
3397429,electron detachment,电子脱离,nan,nan,2018-03-21
3397430,geographic pole,地理极,nan,nan,2018-03-21
3397431,electron density profile,电子密度廓线,nan,nan,2018-03-21
3397432,geographic meridian,地理子午线；地理子午圈,nan,nan,2018-03-21
3397433,electron density,电子密度,nan,nan,2018-03-21
3397434,geographic longitude,地理经度,nan,nan,2018-03-21
3397435,electron cyclotron frequency,电子回旋频率,nan,nan,2018-03-21
3397436,geographic latitude,地理纬度,nan,nan,2018-03-21
3397437,electron current,电子[电]流,nan,nan,2018-03-21
3397438,geographic equator,地理赤道,nan,nan,2018-03-21
3397439,electron concentration,电子浓度,nan,nan,2018-03-21
3397440,geographic coordinate,地理坐标,nan,nan,2018-03-21
3397441,electron collisions,电子碰撞,nan,nan,2018-03-21
3397442,geographic colatitude,地理余纬,nan,nan,2018-03-21
3397443,electron cloud,电子云,nan,nan,2018-03-21
3397444,geodynamics,地球动力学,nan,nan,2018-03-21
3397445,echo pulse,回波脉冲,nan,nan,2018-03-21
3397446,galactic cosmic ray,银河宇宙射线； 宇宙射线,nan,nan,2018-03-21
3397447,electron chemistry,电子化学,nan,nan,2018-03-21
3397448,geodetic satellite,测地卫星,nan,nan,2018-03-21
3397449,electron bombardment,电子轰击,nan,nan,2018-03-21
3397450,Geodetic Reference System (=GRS),测地参考系统； 大地参考系统,nan,nan,2018-03-21
3397451,electron belt,电子带,nan,nan,2018-03-21
3397452,geodetic parallel,测地纬圈,nan,nan,2018-03-21
3397453,electron beam,电子束,nan,nan,2018-03-21
3397454,geodetic meridian,测地子午线,nan,nan,2018-03-21
3397455,electron aurora,电子极光,nan,nan,2018-03-21
3397456,geodetic longitude,测地经度；大地经度,nan,nan,2018-03-21
3397457,electron attachment,电子附著,nan,nan,2018-03-21
3397458,geodetic latitude,测地纬度；大地纬度,nan,nan,2018-03-21
3397459,electron accelerator,电子加速器,nan,nan,2018-03-21
3397460,geodetic coordinate,测地坐标； 大地坐标,nan,nan,2018-03-21
3397461,electron,电子,nan,nan,2018-03-21
3397462,geodetic astronomy,测地天文学；大地天文学,nan,nan,2018-03-21
3397463,electromotive force,电动势,nan,nan,2018-03-21
3397464,geodesy,测地学； 大地测量学,nan,nan,2018-03-21
3397465,electrometer,静电计,nan,nan,2018-03-21
3397466,geocorona emission,地冕发射,nan,nan,2018-03-21
3397467,echo power,回波功率,nan,nan,2018-03-21
3397468,galactic cosmic radiation,银河宇宙辐射； 宇宙辐射,nan,nan,2018-03-21
3397469,electromagnetics,电磁学,nan,nan,2018-03-21
3397470,geocorona,地冕,nan,nan,2018-03-21
3397471,electromagnetic wave,电磁波,nan,nan,2018-03-21
3397472,geochronology,地球年代学； 地质年代学,nan,nan,2018-03-21
3397473,electromagnetic theory,电磁理论,nan,nan,2018-03-21
3397474,geochemistry,地球化学,nan,nan,2018-03-21
3397475,electromagnetic radiation,电磁辐射,nan,nan,2018-03-21
3397476,geochemical cycle,地球化学循环,nan,nan,2018-03-21
3397477,electromagnetic probing,电磁探测,nan,nan,2018-03-21
