ID,英文名稱,中文名稱,圖片,備註,更新日期
3365660,culture pattern,文化模式,,,2018-03-21
3365661,culture shock,文化冲击；文化震撼,,,2018-03-21
3365662,culture-bound syndrome,文化束缚症候群,,,2018-03-21
3365663,cumulative distribution,累积分配；累积分布,,,2018-03-21
3365664,cumulative percentage,累积百分比,,,2018-03-21
3365665,cyber community,赛博社群；模控社群,,,2018-03-21
3365666,cyberculture,网路文化,,,2018-03-21
3365667,cybernetic system,模控系统；自动操控系统,,,2018-03-21
3365668,cycle of poverty,贫穷循环,,,2018-03-21
3365669,cycle of protest,抗争循环,,,2018-03-21
3365670,daughter preference,生女偏好,,,2018-03-21
3365671,de-bureaucratization,去科层化,,,2018-03-21
3365672,de-colonization,去殖民化,,,2018-03-21
3365673,de-criminalization,除罪化,,,2018-03-21
3365674,de-culturation,去文化,,,2018-03-21
3365675,de-defferentiation,去分化,,,2018-03-21
3365676,de-humanization,去人性化,,,2018-03-21
3365677,de-individualization,去个人化；去个体化,,,2018-03-21
3365678,de-institutionalization,去制度化；去机构化,,,2018-03-21
3365679,de-mobilization,解除动员；复员,,,2018-03-21
3365680,de-mystification,去神秘化,,,2018-03-21
3365681,de-mythologization,去神话化,,,2018-03-21
3365682,de-politicization,去政治化,,,2018-03-21
3365683,de-professionalization,去专业化,,,2018-03-21
3365684,de-regulation,解除管制,,,2018-03-21
3365685,de-schooling,反学校化教育；去学校化,,,2018-03-21
3365686,de-segregation,废除种族隔离,,,2018-03-21
3365687,de-skilling,去技术化；去技能化,,,2018-03-21
3365688,de-socialization,去社会化,,,2018-03-21
3365689,de-stratification,去阶层化,,,2018-03-21
3365690,death instinct,死亡本能,,,2018-03-21
3365691,death rate,死亡率,,,2018-03-21
3365692,decentralization,地方分权化；去中心化,,,2018-03-21
3365693,decoding,解码,,,2018-03-21
3365694,decolonization,去殖民；解殖,,,2018-03-21
3365695,deconstruction,解构,,,2018-03-21
3365696,deductive method,演绎方法,,,2018-03-21
3365697,deep acting,深层表演,,,2018-03-21
3365698,deep structure,深层结构,,,2018-03-21
3365699,defence mechanism,自卫机转；防卫机制,,,2018-03-21
3365700,defense mechanism,防卫机制；防卫机转,,,2018-03-21
3365701,definition of situation,情境释意；情境定义,,,2018-03-21
3365702,degradation ceremony,降黜仪式,,,2018-03-21
3365703,degree of freedom,自由度,,,2018-03-21
3365704,deindustrialization,去工业化,,,2018-03-21
3365705,deism,自然神论,,,2018-03-21
3365706,deity,神；神性,,,2018-03-21
3365707,deliberative democracy,审议民主,,,2018-03-21
3365708,democracy,民主,,,2018-03-21
3365709,democratic association,人群原则的结合,,,2018-03-21
3365710,democratization,民主化,,,2018-03-21
3365711,demogenic association,人群原则的结合,,,2018-03-21
3365712,demographic analysis,人口学分析,,,2018-03-21
3365713,demographic change,人口变迁,,,2018-03-21
3365714,demographic characteristics,人口特征,,,2018-03-21
3365715,demographic composition,人口组合,,,2018-03-21
3365716,demographic evolutionism,人口演化论,,,2018-03-21
3365717,demographic indicator,人口指标,,,2018-03-21
3365718,demographic revolution,人口革命,,,2018-03-21
3365719,demographic statistics,人口统计,,,2018-03-21
3365720,demographic structure,人口结构,,,2018-03-21
3365721,demographic transition,人口转型,,,2018-03-21
3365722,demography,人口学,,,2018-03-21
3365723,denationalization,去国族化,,,2018-03-21
3365724,denomination,教派,,,2018-03-21
3365725,denotation,直指；明示义；直接义,,,2018-03-21
3365726,density of population,人口密度,,,2018-03-21
3365727,dependency ratio,依赖比；扶养比,,,2018-03-21
3365728,dependency theory,依赖理论,,,2018-03-21
3365729,dependent development,依赖性发展,,,2018-03-21
3365730,dependent population,依赖人口；被扶养人口,,,2018-03-21
3365731,dependent variable,依变项；依变数,,,2018-03-21
3365732,depressed class,印度下层保留阶级,,,2018-03-21
3365733,deprivation,剥夺,,,2018-03-21
3365734,derivation,衍理,,,2018-03-21
3365735,derivation (pareto),衍理,,,2018-03-21
3365736,derivative (pareto),衍论,,,2018-03-21
3365737,descriptive research,描述性研究,,,2018-03-21
3365738,descriptive sociology,描述社会学,,,2018-03-21
3365739,descriptive statistics,描述性统计,,,2018-03-21
3365740,descriptive study,描述性研究,,,2018-03-21
3365741,desegregation,反隔离,,,2018-03-21
3365742,desirability,可欲性,,,2018-03-21
3365743,deskilling,去技术化,,,2018-03-21
3365744,despotism,专制,,,2018-03-21
3365745,determinism,决定论,,,2018-03-21
3365746,detraditionalization,去传统化,,,2018-03-21
3365747,developed countries,已开发国家,,,2018-03-21
3365748,developing countries,开发中国家,,,2018-03-21
3365749,development theory,发展理论,,,2018-03-21
3365750,developmentalism,开发主义,,,2018-03-21
3365751,deviance,偏差；越轨；逸脱,,,2018-03-21
3365752,deviation,偏差；离差,,,2018-03-21
3365753,deviation from mean,离均差,,,2018-03-21
3365754,df,自由度,,,2018-03-21
3365755,diachrony,贯时性；历时性,,,2018-03-21
3365756,dialectic,辩证法；辩证,,,2018-03-21
3365757,dialectic method,辩证法,,,2018-03-21
3365758,dialectical materialism,辩证唯物论,,,2018-03-21
3365759,dialectics,辩证法,,,2018-03-21
3365760,diaspora,流亡；离散,,,2018-03-21
3365761,dictatorship,独裁,,,2018-03-21
3365762,dictatorship of the proletariat,无产阶级专政,,,2018-03-21
3365763,differencial association theory,差别交往论,,,2018-03-21
3365764,differential association theory,差别交往理论；差异结合理论,,,2018-03-21
3365765,differential birth rate,差别出生率,,,2018-03-21
3365766,differential migration,差别迁移,,,2018-03-21
3365767,differentiation,分化,,,2018-03-21
3365768,difficulty index,难度指标,,,2018-03-21
3365769,diffused religion,普化宗教；扩散式宗教,,,2018-03-21
3365770,diffuseness-specificity {Parsons},广泛－特定,,,2018-03-21
3365771,diffusion of culture,文化传播,,,2018-03-21
3365772,diffusionism,扩散论,,,2018-03-21
3365773,digital divide,数位落差,,,2018-03-21
3365774,DINK,顶客族,,,2018-03-21
3365775,DINKY,顶客族,,,2018-03-21
3365776,directive agent,导引因子,,,2018-03-21
3365777,disaster syndrome,灾难症侯群,,,2018-03-21
3365778,discipline,规训；纪律；学科,,,2018-03-21
3365779,discourse,论述,,,2018-03-21
3365780,discourse analysis,论述分析,,,2018-03-21
3365781,discrimination,歧视,,,2018-03-21
3365782,discrimination index,鉴别度指标,,,2018-03-21
3365783,discursive ethic,论述伦理,,,2018-03-21
3365784,disembeddedness,去镶嵌,,,2018-03-21
3365785,disembedding,去镶嵌,,,2018-03-21
3365786,disenchantment,除魅；除魅化,,,2018-03-21
3365787,disguised unemployment,隐藏性失业,,,2018-03-21
3365788,disorganized capitalism,解组的资本主义,,,2018-03-21
3365789,disposable income,可支配所得,,,2018-03-21
3365790,distanciation,远距化,,,2018-03-21
3365791,distinction,秀异；区别,,,2018-03-21
3365792,distribution,分配；分布,,,2018-03-21
3365793,distributive justice,分配正义,,,2018-03-21
3365794,divergence theory,发散理论,,,2018-03-21
3365795,diversity,多样性,,,2018-03-21
3365796,divided self,分裂的自我,,,2018-03-21
3365797,divine right,神权,,,2018-03-21
3365798,divine right of kings,君权神授,,,2018-03-21
3365799,division of labor,分工,,,2018-03-21
3365800,divorce,离婚,,,2018-03-21
3365801,divorce rate,离婚率,,,2018-03-21
3365802,documentary research,文件研究,,,2018-03-21
3365803,dogmatism,教条主义,,,2018-03-21
3365804,doing gender,做性别,,,2018-03-21
3365805,domain assumption,基础假设；范畴假设,,,2018-03-21
3365806,domestic division of labor,家务分工,,,2018-03-21
3365807,domestic industry,国内产业；家庭式产业,,,2018-03-21
3365808,domestic institution,家族制度；家庭制度,,,2018-03-21
3365809,domestic labor,家务劳动,,,2018-03-21
3365810,domestic violence,家庭暴力,,,2018-03-21
3365811,domestication,驯化,,,2018-03-21
3365812,dominance hierarchy,支配层级,,,2018-03-21
3365813,dominant culture,优势文化；宰制文化；支配文化,,,2018-03-21
3365814,dominant group,优势团体；宰制团体；支配团体,,,2018-03-21
3365815,dominant ideology,主导的意识形态；宰制的意识形态；支配的意识形态,,,2018-03-21
3365816,dominant ideology thesis,主导意识形态论旨,,,2018-03-21
3365817,domination,宰制；支配,,,2018-03-21
3365818,double bind situation,双面受缚,,,2018-03-21
3365819,double blind method,双盲方法,,,2018-03-21
3365820,double burden,双重负担,,,2018-03-21
3365821,double consciousness,双重意识,,,2018-03-21
3365822,double movement,双重运动；双向运动,,,2018-03-21
3365823,double-tailed test,双尾检定,,,2018-03-21
3365824,downward social mobility,向下社会流动,,,2018-03-21
3365825,doxa,多克萨；常识信念,,,2018-03-21
3365826,drag queens and drag kings,变装女王和变装国王,,,2018-03-21
3365827,dramaturgy,剧场论,,,2018-03-21
3365828,drive,驱力,,,2018-03-21
3365829,drop-out rate,中辍率；辍学率,,,2018-03-21
3365830,drug abuse,药物滥用,,,2018-03-21
3365831,dual consciousness,二元意识,,,2018-03-21
3365832,dual economy,二元经济；双元经济,,,2018-03-21
3365833,dual labor market,二元劳动市场；双元劳动市场,,,2018-03-21
3365834,dual society,二元社会,,,2018-03-21
3365835,dual system,二元体系；双元体系,,,2018-03-21
3365836,dual-career family,双生涯家庭；双职家庭,,,2018-03-21
3365837,dualism,二元论,,,2018-03-21
3365838,dummy variable,虚拟变数；虚拟变项,,,2018-03-21
3365839,duncan's multiple range test,邓氏多距检定,,,2018-03-21
3365840,durée,绵延,,,2018-03-21
3365841,dyad,二元体；二人组,,,2018-03-21
3365842,dynamic agent,动力因子,,,2018-03-21
3365843,dynamic equilibrium,动态均衡,,,2018-03-21
3365844,dynamic population,动态人口,,,2018-03-21
3365845,dynamic social impact theory,动态社会冲击理论,,,2018-03-21
3365846,dysfunction,反功能,,,2018-03-21
3365847,earnings-related contribution,依所得比例缴保费,,,2018-03-21
3365848,eating disorder,饮食失调,,,2018-03-21
3365849,eco-Marxism,生态马克思主义,,,2018-03-21
3365850,ecological fallacy,生态谬误；以全盖偏的谬误,,,2018-03-21
3365851,ecological footprint,生态足迹,,,2018-03-21
3365852,ecological organization,生态组织；区位组织,,,2018-03-21
3365853,ecological process,生态过程；区位过程,,,2018-03-21
3365854,ecological segregation,生态隔离；区位隔离,,,2018-03-21
3365855,ecological sociology,生态社会学,,,2018-03-21
3365856,ecological structure,生态结构；区位结构,,,2018-03-21
3365857,ecological system,生态体系,,,2018-03-21
3365858,ecological triangle,生态三角形；区位三角形,,,2018-03-21
3365859,ecological unit,生态单位；区位单位,,,2018-03-21
3365860,economic capital,经济资本,,,2018-03-21
3365861,economic cycle,景气循环,,,2018-03-21
3365862,economic dependence,经济依赖,,,2018-03-21
3365863,economic globalization,经济全球化,,,2018-03-21
3365864,economic interpretation of history,经济史观,,,2018-03-21
3365865,economic man model,经济人模型,,,2018-03-21
3365866,economic nationalism,经济民族主义,,,2018-03-21
3365867,economic reductionism,经济化约论,,,2018-03-21
3365868,economic sociology,经济社会学,,,2018-03-21
3365869,economic union,经济联盟,,,2018-03-21
3365870,economically active population,经济活动人口,,,2018-03-21
3365871,economically inactive population,非经济活动人口,,,2018-03-21
3365872,economy world,经济世界,,,2018-03-21
3365873,ecosphere,生态圈,,,2018-03-21
3365874,ecosystem,生态体系,,,2018-03-21
3365875,education system,教育体系；教育系统,,,2018-03-21
3365876,education voucher,教育券,,,2018-03-21
3365877,educational achievement,教育成就,,,2018-03-21
3365878,educational aspiration,教育抱负,,,2018-03-21
3365879,educational assessment,教育评鉴,,,2018-03-21
3365880,educational attainment,教育取得；教育程度,,,2018-03-21
3365881,educational determinism,教育决定论,,,2018-03-21
3365882,educational expansion,教育扩张,,,2018-03-21
3365883,educational inequality,教育不平等,,,2018-03-21
3365884,educational institution,教育制度,,,2018-03-21
3365885,educational investment,教育投资,,,2018-03-21
3365886,educational opportunity,教育机会,,,2018-03-21
3365887,educational priority area,教育优先区,,,2018-03-21
3365888,educational reform,教育改革,,,2018-03-21
3365889,educational resource,教育资源,,,2018-03-21
3365890,educational sociology,教育社会学,,,2018-03-21
3365891,educational system,教育体系,,,2018-03-21
3365892,egalitarian family,平权家庭,,,2018-03-21
3365893,egalitarianism,平等主义；平权主义,,,2018-03-21
3365894,ego,自我,,,2018-03-21
3365895,ego-alter theory,自我-他者理论,,,2018-03-21
3365896,ego-ideal,自我理想,,,2018-03-21
3365897,egocentricity,自我中心,,,2018-03-21
3365898,egocentrism,自我中心主义,,,2018-03-21
3365899,egoism,利己主义,,,2018-03-21
3365900,egoistic suicide,利己型自杀,,,2018-03-21
3365901,eigenvalue,特征值,,,2018-03-21
3365902,eigenvector,特征向量,,,2018-03-21
3365903,ekistics,人类环境生态学；人类群居学,,,2018-03-21
3365904,elaborated code,精致符码,,,2018-03-21
3365905,elasticity of employment,就业弹性,,,2018-03-21
3365906,elective affinity,选择性亲近,,,2018-03-21
3365907,electra complex,恋父情结,,,2018-03-21
3365908,elite,精英；菁英,,,2018-03-21
3365909,elite theory,精英理论；菁英理论,,,2018-03-21
3365910,emancipatory interest,解放旨趣,,,2018-03-21
3365911,embarrassment,困窘；尴尬；囧,,,2018-03-21
3365912,embeddedness,镶嵌,,,2018-03-21
3365913,embodiment,身体化；具身化；体现；体化,,,2018-03-21
3365914,embourgeoisement,资产阶级化,,,2018-03-21
3365915,emergence,茁生；涌生；突现,,,2018-03-21
3365916,emergent norm,新兴规范,,,2018-03-21
3365917,emergent property,新兴特质,,,2018-03-21
3365918,emic,主位,,,2018-03-21
3365919,emigrant,移出民；移民,,,2018-03-21
3365920,emigration,人口外移,,,2018-03-21
3365921,emigration rate,人口移出率,,,2018-03-21
3365922,emotion orientation,情感导向,,,2018-03-21
3365923,emotional labor,情绪劳动,,,2018-03-21
3365924,emotional mobilization,情绪动员,,,2018-03-21
3365925,empathy,同理,,,2018-03-21
3365926,emphasized femininity,夸大阴柔特质,,,2018-03-21
3365927,empirical knowledge,经验知识,,,2018-03-21
3365928,empirical research,经验研究；实征研究,,,2021-03-26
3365929,empirical science,实征科学；经验科学,,,2018-03-21
3365930,empirical sociology,经验社会学,,,2018-03-21
3365931,empiricism,经验主义；经验论,,,2018-03-21
3365932,employer class,雇主阶级,,,2018-03-21
3365933,employment,就业,,,2018-03-21
3365934,employment office,职业介绍所；就业中心,,,2018-03-21
3365935,empowerment,赋权；培力；充权,,,2018-03-21
3365936,empty nest families,空巢家庭,,,2018-03-21
3365937,empty-nest period,空巢期,,,2018-03-21
3365938,enacted institution,创生的制度,,,2018-03-21
3365939,enclave development,圈围发展；飞地发展,,,2018-03-21
3365940,enclave economy,圈围经济；飞地经济,,,2018-03-21
3365941,encoding,编码；制码,,,2018-03-21
3365942,encounter,会面互动,,,2018-03-21
3365943,encounter group,会心团体,,,2018-03-21
3365944,encounter movement,会心运动　　,,,2018-03-21
3365945,enculturation,濡化,,,2018-03-21
3365946,endogamy,内婚；内婚制,,,2018-03-21
3365947,endogenous change,内发变迁,,,2018-03-21
3365948,endogenous variable,内生变项,,,2018-03-21
3365949,enlightenment,启蒙运动,,,2018-03-21
3365950,enterpreneurship,企业家精神,,,2018-03-21
3365951,entitlement,法定应得权利,,,2018-03-21
3365952,entrepreneurship,企业精神；创业,,,2018-03-21
3365953,entropy,熵；能趋疲,,,2018-03-21
3365954,environmental justice,环境正义,,,2018-03-21
3365955,environmental movement,环境运动,,,2018-03-21
3365956,environmental sociology,环境社会学,,,2018-03-21
3365957,environmentalism,环境保护主义,,,2018-03-21
3365958,epidemological transition,流行病转型,,,2018-03-21
3365959,episode analysis,事例分析,,,2018-03-21
3365960,episteme,知识域；知识型,,,2018-03-21
3365961,epistemological break,知识论断裂,,,2018-03-21
3365962,epistemological rupture,知识论断裂,,,2018-03-21
3365963,epistemology,知识论；认识论,,,2018-03-21
3365964,equal pay,同工同酬,,,2018-03-21
3365965,equal pay for equal work ,同工同酬,,,2018-03-21
3365966,equalitarianism,平等主义,,,2018-03-21
3365967,equality,平等,,,2018-03-21
3365968,equilibrium,均衡,,,2018-03-21
3365969,equilibrium theory,均衡理论,,,2018-03-21
3365970,ergonomics,人体工学；人因工程学,,,2018-03-21
3365971,eros,爱欲；性欲,,,2018-03-21
3365972,Eros love,情欲爱,,,2018-03-21
3365973,erotica,情色物,,,2018-03-21
3365974,error rate,误差率,,,2018-03-21
3365975,error structure,误差结构,,,2018-03-21
3365976,error sum of squares,误差平方和,,,2018-03-21
3365977,error term,误差项,,,2018-03-21
3365978,esprit de corps,团队精神,,,2018-03-21
3365979,essentialism,本质主义；本质论,,,2018-03-21
3365980,estimate,估计值,,,2018-03-21
3365981,estimated error,估计误差,,,2018-03-21
3365982,estimated population,估计人口；推估人口,,,2018-03-21
3365983,estimator,估计式,,,2018-03-21
3365984,estrangement,疏离；异化,,,2018-03-21
3365985,et cetera assumption,类推假定,,,2018-03-21
3365986,ethic of conviction,信念伦理；良心伦理；心志伦理,,,2018-03-21
3365987,ethic of responsibility,责任伦理,,,2018-03-21
3365988,ethnic cleansing,族群屠杀；族群清洗,,,2018-03-21
3365989,ethnic cleavage,族群分裂,,,2018-03-21
3365990,ethnic conflict,族群冲突,,,2018-03-21
3365991,ethnic diversity,族群多样性；族群多元性,,,2018-03-21
3365992,ethnic enclave,族群聚居区；族裔群聚区,,,2018-03-21
3365993,ethnic group,族群；族裔团体,,,2018-03-21
3365994,ethnic identity,族群认同,,,2018-03-21
3365995,ethnic mosaic,族群拼盘；族群马赛克,,,2018-03-21
3365996,ethnic nationalism,族群国族主义；族群民族主义,,,2018-03-21
3365997,ethnic segregation,族群隔离；族裔隔离,,,2018-03-21
3365998,ethnic stratification,族群阶层化,,,2018-03-21
3365999,ethnicity,族群；族裔；族群特性；族群性；族裔特性,,,2018-03-21
3366000,ethnocentrism,种族中心主义；民族中心主义,,,2018-03-21
3366001,ethnogenic association,族群结合；族群原则的结合,,,2018-03-21
3366002,ethnography,民族志,,,2018-03-21
3366003,ethnomethodology,俗民方法论；俗民方法学,,,2018-03-21
3366004,ethnoscapes,族裔景观,,,2018-03-21
3366005,ethos,社会思潮；集团特质；意索,,,2018-03-21
3366006,etic,客位,,,2018-03-21
3366007,etiquette,礼节,,,2018-03-21
3366008,eudemics {dealey},利国学；优民学,,,2018-03-21
3366009,eugenics,优生[学],,,2018-03-21
3366010,eurocentrism,欧洲中心主义,,,2018-03-21
3366011,euthanasia,安乐死,,,2018-03-21
3366012,evaluation research,评估研究,,,2018-03-21
3366013,event,事件,,,2018-03-21
3366014,event history analysis,事件史分析,,,2018-03-21
3366015,everyday life,日常生活,,,2018-03-21
3366016,evolution,演化；进化,,,2018-03-21
3366017,evolution theory,演化论；进化论,,,2018-03-21
3366018,evolutionary theory,演化论；进化论,,,2018-03-21
3366019,ex post facto experiment,事后回溯实验,,,2018-03-21
3366020,ex-role behavior,角色外行为,,,2018-03-21
3366021,exchange network theory,交换网络理论,,,2018-03-21
3366022,exchange relation,交换关系,,,2018-03-21
3366023,exchange theory,交换理论；交换论,,,2018-03-21
3366024,exchange value,交换价值,,,2018-03-21
3366025,exogamy,外婚；外婚制,,,2018-03-21
3366026,exogenous change,外诱变迁,,,2018-03-21
3366027,exogenous variable,外生变项,,,2018-03-21
3366028,expansion,扩张,,,2018-03-21
3366029,expectation of life,预期寿命,,,2018-03-21
3366030,experiment group,实验组,,,2018-03-21
3366031,experimental group,实验组,,,2018-03-21
3366032,experimental method,实验法,,,2018-03-21
3366033,expert system,专家系统,,,2018-03-21
3366034,explanatory research,解释性研究；解释型研究,,,2018-03-21
3366035,exploitation,剥削,,,2018-03-21
3366036,exploitation class,剥削阶级,,,2018-03-21
3366037,exploratory research,探索性研究；探索型研究,,,2018-03-21
3366038,export-oriented industrialization,出口导向工业化,,,2018-03-21
3366039,expressive crowd,叙情群众,,,2018-03-21
3366040,expressive identity,叙情认同,,,2018-03-21
3366041,expressive role,敍情角色,,,2018-03-21
3366042,extended case method,延伸个案法,,,2018-03-21
3366043,extended family,扩大家庭；大家庭；扩展式家庭,,,2018-03-21
3366044,external attribution,外部归因,,,2018-03-21
3366045,external benefit,外溢效益,,,2018-03-21
3366046,external diseconomy,外部不经济,,,2018-03-21
3366047,external economy,外部经济,,,2018-03-21
3366048,external labor market,外部劳动市场,,,2018-03-21
3366049,external observation,外部观察,,,2018-03-21
3366050,extreme case sampling,极端案例抽样,,,2018-03-21
3366051,extreme poverty,赤贫,,,2018-03-21
3366052,extremism,极端主义,,,2018-03-21
3366053,f distribution,f分布,,,2018-03-21
3366054,f ratio,f比率,,,2018-03-21
3366055,f test,f检验,,,2018-03-21
3366056,fabian socialism,费边社会主义,,,2018-03-21
3366057,fabianism,费边主义,,,2018-03-21
3366058,face validity,表面效度,,,2018-03-21
3366059,face work,脸面工作；面子工夫,,,2018-03-21
3366060,face-to-face group,面对面团体,,,2018-03-21
3366061,faction,派系,,,2018-03-21
3366062,factional struggle,派系斗争,,,2018-03-21
3366063,factor analysis,因素分析,,,2018-03-21
3366064,factor endowment,生产要素秉赋,,,2018-03-21
3366065,factor loading,因素负荷,,,2018-03-21
3366066,factor matrix,因素矩阵,,,2018-03-21
3366067,factorial ecology,因素区位学,,,2018-03-21
3366068,factory system,工厂制,,,2018-03-21
3366069,fair trade,公平交易,,,2018-03-21
3366070,fallacy of misplaced concreteness,具体错置谬误,,,2018-03-21
3366071,false consciousness,错误意识；虚假意识,,,2018-03-21
3366072,falsifiability,可否证性；可证伪性,,,2018-03-21
3366073,falsification,否证,,,2018-03-21
3366074,familism,家庭主义；家族主义,,,2018-03-21
3366075,family,家庭,,,2018-03-21
3366076,family allowance,家庭津贴,,,2018-03-21
3366077,family history,家族史,,,2018-03-21
3366078,family life cycle,家庭生命周期,,,2018-03-21
3366079,family of orientation,生长家庭；原生家庭,,,2018-03-21
3366080,family of procreation,生育家庭,,,2018-03-21
3366081,family resemblance,语族类似,,,2018-03-21
3366082,family structure,家庭结构,,,2018-03-21
3366083,family tie,家庭联系,,,2018-03-21
3366084,family violence,家庭暴力,,,2018-03-21
3366085,fanaticism,狂热；宗教狂,,,2018-03-21
3366086,fandom,迷行为；无政府[状态],,,2018-03-21
3366087,fascism,法西斯主义,,,2018-03-21
3366088,fashion,时尚；流行,,,2018-03-21
3366089,fashion cycle,时尚周期,,,2018-03-21
3366090,fatalism,宿命论,,,2018-03-21
3366091,fatalistic suicide,宿命型自杀,,,2018-03-21
3366092,fatigue effect,问卷的疲劳效应,,,2018-03-21
3366093,favelas,棚户区；棚屋；贫民窟,,,2018-03-21
3366094,feeling rules,情感规则,,,2018-03-21
3366095,female circumcision,女性阉割,,,2018-03-21
3366096,female genital cutting {=FGC},阴蒂割除,,,2018-03-21
3366097,female genital mutilation {=FGM},女阴残割,,,2018-03-21
3366098,female masculinity,阴性阳刚特质,,,2018-03-21
3366099,female-headed family,女户长家庭,,,2018-03-21
3366100,femininity,女性特质；阴柔气质,,,2018-03-21
3366101,feminism,女性主义；女权主义,,,2018-03-21
3366102,feminist methodology,女性主义方法论,,,2018-03-21
3366103,feminist standpoint theory,女性主义立足点理论,,,2018-03-21
3366104,feminization,女性化,,,2018-03-21
3366105,feminization of labor,劳动女性化,,,2018-03-21
3366106,feminization of poverty,贫穷女性化,,,2018-03-21
3366107,fertility,生育数,,,2018-03-21
3366108,fertility control,生育控制,,,2018-03-21
3366109,fertility distribution,生育率分配,,,2018-03-21
3366110,fertility history,生育史,,,2018-03-21
3366111,fertility policy,生育政策,,,2018-03-21
3366112,fertility rate,生育率,,,2018-03-21
3366113,fertilization age,育龄,,,2018-03-21
3366114,fetish,物神,,,2018-03-21
3366115,fetishism,拜物教；恋物,,,2018-03-21
3366116,feudal mode of production,封建生产方式,,,2018-03-21
3366117,feudal society,封建社会,,,2018-03-21
3366118,feudal system,封建制度,,,2018-03-21
3366119,feudal-absolutist state,封建绝对国家,,,2018-03-21
3366120,feudalism,封建主义,,,2018-03-21
3366121,fiduciary institution,信托机构、托管制度,,,2018-03-21
3366122,field,场；场域；田野；学科领域,,,2018-03-21
3366123,field experiment,田野实验；实地实验,,,2018-03-21
3366124,field method,田野方法,,,2018-03-21
3366125,field observation,田野观察,,,2018-03-21
3366126,field study,田野研究,,,2018-03-21
3366127,field work,田野工作,,,2018-03-21
3366128,fieldwork,田野工作,,,2018-03-21
3366129,figurational sociology,形态社会学,,,2018-03-21
3366130,filter question,过滤问题,,,2018-03-21
3366131,financial capitalism,金融资本主义,,,2018-03-21
3366132,First Nations,最初民族,,,2018-03-21
3366133,first world,第一世界,,,2018-03-21
3366134,fixed effect,固定效果；固定效应,,,2018-03-21
3366135,fixed effect model,固定效果模型；固定效应模型,,,2018-03-21
3366136,flâneur,漫游者；游步者,,,2018-03-21
3366137,flat organization,扁平化组织,,,2018-03-21
3366138,flexible specialization,弹性专业化；弹性分殊化；灵活专业化,,,2018-03-21
3366139,floater,浮游者,,,2018-03-21
3366140,floating population,流动人口,,,2018-03-21
3366141,floor effect,下限效果；下限效应；地板效应,,,2018-03-21
3366142,flows,流；流动,,,2018-03-21
3366143,fluid,流体,,,2018-03-21
3366144,focus group,焦点团体,,,2018-03-21
3366145,focused interview,焦点访谈,,,2018-03-21
3366146,folk culture,民俗文化；民间文化,,,2018-03-21
3366147,folk religion,民间宗教,,,2018-03-21
3366148,folk society,俗民社会,,,2018-03-21
3366149,folk-urban typology,城乡类型,,,2018-03-21
3366150,folksonomy,俗民分类学,,,2018-03-21
3366151,folkway(s),民俗,,,2018-03-21
3366152,follow-up study,追踪研究,,,2018-03-21
3366153,foot-in-the-door effect,登门效应,,,2018-03-21
3366154,force of production,生产力,,,2018-03-21
3366155,forced division of labour,强迫分工,,,2018-03-21
3366156,forced migration,强迫迁移,,,2018-03-21
3366157,forces of production,生产力,,,2018-03-21
3366158,Fordism,福特主义,,,2018-03-21
3366159,formal demography,形式人口学,,,2018-03-21
3366160,formal group,正式团体,,,2018-03-21
3366161,formal organization,正式组织,,,2018-03-21
3366162,formal rationality,形式理性,,,2018-03-21
3366163,formal sociology,形式社会学,,,2018-03-21
3366164,forward selection model,向前选择模型,,,2018-03-21
3366165,four function paradigm {Parsons},四功能典范,,,2018-03-21
3366166,frame analysis,框架分析,,,2018-03-21
3366167,frame of reference,参考架构,,,2018-03-21
3366168,framing,框架；构框,,,2018-03-21
3366169,frankfurt school,法兰克福学派,,,2018-03-21
3366170,free rider,搭便车者,,,2018-03-21
3366171,free will,自由意志,,,2018-03-21
3366172,free-floating intellectual,超然的知识份子,,,2018-03-21
3366173,frequency distribution,次数分配,,,2018-03-21
3366174,front stage behavior,前台行为,,,2018-03-21
3366175,full employment,充分就业,,,2018-03-21
3366176,fun morality,享乐道德,,,2018-03-21
3366177,function,功能；函数,,,2018-03-21
3366178,functional alternative,功能替代,,,2018-03-21
3366179,functional equivalent,功能等同,,,2018-03-21
3366180,functional explanation,功能性说明,,,2018-03-21
3366181,functional prerequisite[s],功能的必要前提,,,2018-03-21
3366182,functional requisite,功能要件,,,2018-03-21
3366183,functionalism,功能论,,,2018-03-21
3366184,fundamental attribution error,基本归因谬误,,,2018-03-21
3366185,fundamentalism,原教旨主义；基本教义派,,,2018-03-21
3366186,fusion of horizons,视域融合,,,2018-03-21
3366187,gallup poll,盖洛普民意调查,,,2018-03-21
3366188,game stage,游戏阶段,,,2018-03-21
3366189,game theory,博弈理论；赛局理论,,,2018-03-21
3366190,garden city,花园城市,,,2018-03-21
3366191,gate-keeper,守门人,,,2018-03-21
3366192,gatekeeper,守门人,,,2018-03-21
3366193,gay and lesbian movement,同志运动,,,2018-03-21
3366194,gay identity,同志身分；同志认同,,,2018-03-21
3366195,gay rights movement,同志权运动,,,2018-03-21
3366196,gay studies,同志研究,,,2018-03-21
3366197,Geisteswissenschaft,文化科学；精神科学,,,2018-03-21
3366198,gemeinschaft,共同体；礼俗社会；社区,,,2018-03-21
3366199,gender,性别；社会性别,,,2018-03-21
3366200,gender identity,性别认同；性别身分,,,2018-03-21
